Class,  Period,Inventory Bldgs,Inventory Units,Inventory Avg SF,Asking Rent Per Unit,Asking Rent Per SF,Asking Rent % Growth/Yr,Effective Rent Per Unit,Effective Rent Per SF,Effective Rent % Growth/Yr,Effective Rent Concessions %,Vacancy Units,Vacancy Percent,Vacancy % Growth/Yr,Occupancy Units,Occupancy Percent,Occupancy % Growth/Yr,Absorption Units,Absorption Percent,Under Construction Bldgs,Under Construction Units,Under Construction Percent,Deliveries Bldgs,Deliveries Units,Deliveries Percent
All,2018 Q3,75 ,"2,999 ",914 ,$712 ,$0.77 ,5.9% ,$708 ,$0.76 ,6.1% ,0.6% ,157 ,5.2% ,0.2% ,"2,842.0 ",94.8% ,-0.2%,12 ,0.4% ,1 ,24 ,0.8% ,1 ,8 ,0.3% 
All,2018 Q2,74 ,"2,991 ",915 ,$701 ,$0.75 ,6.0% ,$697 ,$0.75 ,6.2% ,0.6% ,161 ,5.4% ,0.6% ,"2,830.0 ",94.6% ,-0.6%,(2),-0.1%,2 ,32 ,1.1% ,0 ,0 ,0.0% 
All,2018 Q1,74 ,"2,991 ",915 ,$688 ,$0.74 ,5.6% ,$684 ,$0.74 ,5.7% ,0.6% ,160 ,5.3% ,0.2% ,"2,831.0 ",94.7% ,-0.2%,(5),-0.2%,2 ,32 ,1.1% ,0 ,0 ,0.0% 
All,2017 Q4,74 ,"2,991 ",915 ,$679 ,$0.73 ,5.3% ,$674 ,$0.73 ,5.2% ,0.6% ,154 ,5.2% ,0.3% ,"2,837.0 ",94.8% ,-0.3%,(5),-0.2%,2 ,32 ,1.1% ,0 ,0 ,0.0% 
All,2017 Q3,74 ,"2,991 ",915 ,$672 ,$0.72 ,5.2% ,$667 ,$0.72 ,5.1% ,0.7% ,149 ,5.0% ,0.7% ,"2,842.0 ",95.0% ,-0.7%,(7),-0.2%,1 ,8 ,0.3% ,0 ,0 ,0.0% 
All,2017 Q2,74 ,"2,991 ",915 ,$661 ,$0.71 ,4.5% ,$656 ,$0.71 ,4.2% ,0.8% ,142 ,4.8% ,0.7% ,"2,849.0 ",95.2% ,-0.7%,10 ,0.3% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2017 Q1,74 ,"2,991 ",915 ,$652 ,$0.70 ,3.9% ,$648 ,$0.70 ,4.0% ,0.7% ,153 ,5.1% ,0.8% ,"2,838.0 ",94.9% ,-0.8%,(9),-0.3%,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2016 Q4,74 ,"2,991 ",915 ,$645 ,$0.69 ,3.6% ,$641 ,$0.69 ,3.8% ,0.6% ,144 ,4.8% ,0.2% ,"2,847.0 ",95.2% ,-0.2%,(15),-0.5%,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2016 Q3,74 ,"2,991 ",915 ,$638 ,$0.69 ,3.4% ,$635 ,$0.68 ,3.6% ,0.6% ,129 ,4.3% ,-0.7%,"2,862.0 ",95.7% ,0.7% ,(8),-0.3%,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2016 Q2,74 ,"2,991 ",915 ,$633 ,$0.68 ,3.3% ,$630 ,$0.68 ,3.4% ,0.5% ,121 ,4.0% ,-1.4%,"2,870.0 ",96.0% ,1.4% ,7 ,0.2% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2016 Q1,74 ,"2,991 ",915 ,$628 ,$0.68 ,2.8% ,$623 ,$0.67 ,3.3% ,0.8% ,128 ,4.3% ,-1.3%,"2,863.0 ",95.7% ,1.3% ,11 ,0.4% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2015 Q4,74 ,"2,991 ",915 ,$622 ,$0.67 ,0.9% ,$618 ,$0.67 ,0.8% ,0.7% ,139 ,4.7% ,-1.0%,"2,852.0 ",95.3% ,1.0% ,11 ,0.4% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2015 Q3,74 ,"2,991 ",915 ,$618 ,$0.67 ,0.3% ,$612 ,$0.66 ,0.0% ,0.8% ,150 ,5.0% ,0.0% ,"2,841.0 ",95.0% ,0.0% ,12 ,0.4% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2015 Q2,74 ,"2,991 ",915 ,$613 ,$0.66 ,2.3% ,$609 ,$0.66 ,2.3% ,0.6% ,163 ,5.4% ,-0.3%,"2,828.0 ",94.6% ,0.3% ,5 ,0.2% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2015 Q1,74 ,"2,991 ",915 ,$611 ,$0.66 ,0.7% ,$603 ,$0.65 ,0.0% ,1.2% ,167 ,5.6% ,0.2% ,"2,824.0 ",94.4% ,-0.2%,4 ,0.1% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2014 Q4,74 ,"2,991 ",915 ,$617 ,$0.67 ,2.5% ,$613 ,$0.66 ,2.5% ,0.6% ,171 ,5.7% ,0.0% ,"2,820.0 ",94.3% ,0.0% ,(20),-0.7%,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2014 Q3,74 ,"2,991 ",915 ,$616 ,$0.66 ,2.6% ,$612 ,$0.66 ,2.6% ,0.6% ,150 ,5.0% ,-0.5%,"2,841.0 ",95.0% ,0.5% ,21 ,0.7% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2014 Q2,74 ,"2,991 ",915 ,$599 ,$0.65 ,-0.1%,$595 ,$0.64 ,-0.1%,0.6% ,171 ,5.7% ,-0.6%,"2,820.0 ",94.3% ,0.6% ,(10),-0.3%,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2014 Q1,74 ,"2,991 ",915 ,$606 ,$0.65 ,2.0% ,$603 ,$0.65 ,2.0% ,0.6% ,161 ,5.4% ,-0.7%,"2,830.0 ",94.6% ,0.7% ,10 ,0.3% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2013 Q4,74 ,"2,991 ",915 ,$601 ,$0.65 ,1.3% ,$598 ,$0.64 ,1.4% ,0.6% ,171 ,5.7% ,-0.7%,"2,820.0 ",94.3% ,0.7% ,(6),-0.2%,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2013 Q3,74 ,"2,991 ",915 ,$600 ,$0.65 ,1.5% ,$597 ,$0.64 ,1.5% ,0.6% ,165 ,5.5% ,-1.6%,"2,826.0 ",94.5% ,1.6% ,22 ,0.7% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2013 Q2,74 ,"2,991 ",915 ,$599 ,$0.65 ,1.9% ,$596 ,$0.64 ,1.9% ,0.7% ,188 ,6.3% ,-0.8%,"2,803.0 ",93.7% ,0.8% ,(4),-0.1%,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2013 Q1,74 ,"2,991 ",915 ,$595 ,$0.64 ,1.4% ,$591 ,$0.64 ,1.4% ,0.6% ,183 ,6.1% ,-1.2%,"2,808.0 ",93.9% ,1.2% ,9 ,0.3% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2012 Q4,74 ,"2,991 ",915 ,$594 ,$0.64 ,1.5% ,$590 ,$0.64 ,1.5% ,0.7% ,192 ,6.4% ,-1.1%,"2,799.0 ",93.6% ,1.1% ,22 ,0.7% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2012 Q3,74 ,"2,991 ",915 ,$592 ,$0.64 ,1.2% ,$588 ,$0.63 ,1.3% ,0.7% ,214 ,7.2% ,-0.4%,"2,777.0 ",92.8% ,0.4% ,(2),-0.1%,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2012 Q2,74 ,"2,991 ",915 ,$588 ,$0.63 ,0.8% ,$584 ,$0.63 ,0.8% ,0.7% ,213 ,7.1% ,-0.5%,"2,778.0 ",92.9% ,0.5% ,5 ,0.2% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2012 Q1,74 ,"2,991 ",915 ,$587 ,$0.63 ,0.9% ,$583 ,$0.63 ,0.9% ,0.7% ,218 ,7.3% ,-0.4%,"2,773.0 ",92.7% ,0.4% ,6 ,0.2% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2011 Q4,74 ,"2,991 ",915 ,$585 ,$0.63 ,0.6% ,$581 ,$0.63 ,0.7% ,0.7% ,224 ,7.5% ,-0.3%,"2,767.0 ",92.5% ,0.3% ,3 ,0.1% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2011 Q3,74 ,"2,991 ",915 ,$584 ,$0.63 ,0.6% ,$580 ,$0.63 ,0.6% ,0.7% ,227 ,7.6% ,-0.3%,"2,764.0 ",92.4% ,0.3% ,0 ,0.0% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2011 Q2,74 ,"2,991 ",915 ,$584 ,$0.63 ,1.0% ,$580 ,$0.62 ,1.0% ,0.7% ,228 ,7.6% ,-0.6%,"2,763.0 ",92.4% ,0.6% ,1 ,0.0% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2011 Q1,74 ,"2,991 ",915 ,$581 ,$0.63 ,1.0% ,$577 ,$0.62 ,1.1% ,0.7% ,228 ,7.6% ,-0.8%,"2,763.0 ",92.4% ,0.8% ,4 ,0.1% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2010 Q4,74 ,"2,991 ",915 ,$581 ,$0.63 ,0.7% ,$577 ,$0.62 ,0.7% ,0.7% ,232 ,7.8% ,-0.9%,"2,759.0 ",92.2% ,0.9% ,5 ,0.2% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2010 Q3,74 ,"2,991 ",915 ,$581 ,$0.63 ,-0.3%,$577 ,$0.62 ,-0.2%,0.7% ,238 ,8.0% ,-0.9%,"2,753.0 ",92.0% ,0.9% ,8 ,0.3% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2010 Q2,74 ,"2,991 ",915 ,$578 ,$0.62 ,-1.5%,$574 ,$0.62 ,-1.5%,0.7% ,246 ,8.2% ,-0.9%,"2,745.0 ",91.8% ,0.9% ,6 ,0.2% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2010 Q1,74 ,"2,991 ",915 ,$575 ,$0.62 ,-2.8%,$571 ,$0.62 ,-2.9%,0.7% ,252 ,8.4% ,-0.8%,"2,739.0 ",91.6% ,0.8% ,7 ,0.2% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2009 Q4,74 ,"2,991 ",915 ,$577 ,$0.62 ,-3.4%,$573 ,$0.62 ,-3.2%,0.8% ,259 ,8.6% ,-0.7%,"2,732.0 ",91.4% ,0.7% ,7 ,0.2% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2009 Q3,74 ,"2,991 ",915 ,$583 ,$0.63 ,-3.1%,$578 ,$0.62 ,-2.8%,0.8% ,266 ,8.9% ,-0.5%,"2,725.0 ",91.1% ,0.5% ,6 ,0.2% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2009 Q2,74 ,"2,991 ",915 ,$587 ,$0.63 ,-2.7%,$582 ,$0.63 ,-2.3%,0.8% ,271 ,9.1% ,-0.3%,"2,720.0 ",90.9% ,0.3% ,4 ,0.1% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2009 Q1,74 ,"2,991 ",915 ,$592 ,$0.64 ,-2.1%,$588 ,$0.63 ,-1.6%,0.7% ,275 ,9.2% ,0.0% ,"2,716.0 ",90.8% ,0.0% ,5 ,0.2% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2008 Q4,74 ,"2,991 ",915 ,$597 ,$0.64 ,-1.5%,$592 ,$0.64 ,-1.3%,0.9% ,280 ,9.4% ,0.5% ,"2,711.0 ",90.6% ,-0.5%,0 ,0.0% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2008 Q3,74 ,"2,991 ",915 ,$601 ,$0.65 ,-1.3%,$595 ,$0.64 ,-1.3%,1.1% ,280 ,9.4% ,1.0% ,"2,711.0 ",90.6% ,-1.0%,(1),0.0% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2008 Q2,74 ,"2,991 ",915 ,$603 ,$0.65 ,-0.6%,$596 ,$0.64 ,-1.2%,1.2% ,280 ,9.4% ,3.0% ,"2,711.0 ",90.6% ,-3.0%,(5),-0.2%,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2008 Q1,74 ,"2,991 ",915 ,$605 ,$0.65 ,0.9% ,$598 ,$0.64 ,0.2% ,1.2% ,275 ,9.2% ,3.5% ,"2,716.0 ",90.8% ,-3.5%,(9),-0.3%,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2007 Q4,74 ,"2,991 ",915 ,$607 ,$0.65 ,2.8% ,$600 ,$0.65 ,2.1% ,1.2% ,266 ,8.9% ,3.7% ,"2,725.0 ",91.1% ,-3.7%,(15),-0.5%,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2007 Q3,74 ,"2,991 ",915 ,$609 ,$0.66 ,4.9% ,$602 ,$0.65 ,4.2% ,1.1% ,250 ,8.4% ,3.7% ,"2,741.0 ",91.6% ,-3.7%,220 ,7.4% ,0 ,0 ,0.0% ,2 ,300 ,10.0% 
All,2007 Q2,72 ,"2,691 ",888 ,$607 ,$0.65 ,6.4% ,$603 ,$0.65 ,6.3% ,0.6% ,170 ,6.3% ,2.0% ,"2,521.0 ",93.7% ,-2.0%,(18),-0.7%,2 ,300 ,11.1% ,0 ,0 ,0.0% 
All,2007 Q1,72 ,"2,691 ",888 ,$600 ,$0.65 ,7.0% ,$596 ,$0.64 ,6.9% ,0.5% ,152 ,5.6% ,1.4% ,"2,539.0 ",94.4% ,-1.4%,(14),-0.5%,2 ,300 ,11.1% ,0 ,0 ,0.0% 
All,2006 Q4,72 ,"2,691 ",888 ,$590 ,$0.64 ,6.5% ,$588 ,$0.63 ,6.4% ,0.5% ,138 ,5.1% ,0.9% ,"2,553.0 ",94.9% ,-0.9%,(12),-0.4%,2 ,300 ,11.1% ,0 ,0 ,0.0% 
All,2006 Q3,72 ,"2,691 ",888 ,$581 ,$0.63 ,4.9% ,$578 ,$0.62 ,5.0% ,0.5% ,126 ,4.7% ,0.3% ,"2,565.0 ",95.3% ,-0.3%,(9),-0.3%,2 ,300 ,11.1% ,0 ,0 ,0.0% 
All,2006 Q2,72 ,"2,691 ",888 ,$570 ,$0.61 ,2.9% ,$568 ,$0.61 ,3.0% ,0.4% ,117 ,4.3% ,-0.2%,"2,574.0 ",95.7% ,0.2% ,(3),-0.1%,2 ,300 ,11.1% ,0 ,0 ,0.0% 
All,2006 Q1,72 ,"2,691 ",888 ,$560 ,$0.60 ,1.8% ,$558 ,$0.60 ,1.9% ,0.4% ,114 ,4.2% ,-0.5%,"2,577.0 ",95.8% ,0.5% ,2 ,0.1% ,1 ,264 ,9.8% ,1 ,1 ,0.0% 
All,2005 Q4,71 ,"2,690 ",888 ,$555 ,$0.60 ,1.2% ,$552 ,$0.59 ,1.3% ,0.4% ,114 ,4.3% ,-0.7%,"2,576.0 ",95.7% ,0.7% ,3 ,0.1% ,2 ,265 ,9.9% ,0 ,0 ,0.0% 
All,2005 Q3,71 ,"2,690 ",888 ,$554 ,$0.60 ,1.1% ,$551 ,$0.59 ,1.1% ,0.5% ,117 ,4.4% ,-0.6%,"2,573.0 ",95.6% ,0.6% ,14 ,0.5% ,1 ,1 ,0.0% ,1 ,8 ,0.3% 
All,2005 Q2,70 ,"2,682 ",888 ,$554 ,$0.60 ,1.2% ,$551 ,$0.59 ,1.3% ,0.5% ,123 ,4.6% ,-0.5%,"2,559.0 ",95.4% ,0.5% ,5 ,0.2% ,2 ,9 ,0.3% ,0 ,0 ,0.0% 
All,2005 Q1,70 ,"2,682 ",888 ,$551 ,$0.59 ,0.7% ,$548 ,$0.59 ,0.7% ,0.5% ,128 ,4.8% ,-0.2%,"2,554.0 ",95.2% ,0.2% ,4 ,0.1% ,2 ,9 ,0.3% ,0 ,0 ,0.0% 
All,2004 Q4,70 ,"2,682 ",888 ,$548 ,$0.59 ,0.0% ,$545 ,$0.59 ,0.0% ,0.6% ,132 ,4.9% ,-0.1%,"2,550.0 ",95.1% ,0.1% ,2 ,0.1% ,1 ,8 ,0.3% ,0 ,0 ,0.0% 
All,2004 Q3,70 ,"2,682 ",888 ,$548 ,$0.59 ,-0.7%,$545 ,$0.59 ,-0.6%,0.6% ,134 ,5.0% ,0.0% ,"2,548.0 ",95.0% ,0.0% ,1 ,0.0% ,1 ,8 ,0.3% ,0 ,0 ,0.0% 
All,2004 Q2,70 ,"2,682 ",888 ,$547 ,$0.59 ,-1.3%,$544 ,$0.59 ,-1.2%,0.6% ,135 ,5.0% ,0.1% ,"2,547.0 ",95.0% ,-0.1%,(1),0.0% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2004 Q1,70 ,"2,682 ",888 ,$547 ,$0.59 ,-1.7%,$544 ,$0.59 ,-1.7%,0.6% ,134 ,5.0% ,0.2% ,"2,548.0 ",95.0% ,-0.2%,0 ,0.0% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2003 Q4,70 ,"2,682 ",888 ,$548 ,$0.59 ,-2.0%,$545 ,$0.59 ,-2.0%,0.6% ,134 ,5.0% ,0.3% ,"2,548.0 ",95.0% ,-0.3%,(1),0.0% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2003 Q3,70 ,"2,682 ",888 ,$551 ,$0.59 ,-2.1%,$548 ,$0.59 ,-2.1%,0.6% ,133 ,4.9% ,0.3% ,"2,549.0 ",95.1% ,-0.3%,(2),-0.1%,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2003 Q2,70 ,"2,682 ",888 ,$554 ,$0.60 ,-2.0%,$551 ,$0.59 ,-2.0%,0.6% ,131 ,4.9% ,0.4% ,"2,551.0 ",95.1% ,-0.4%,(2),-0.1%,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2003 Q1,70 ,"2,682 ",888 ,$556 ,$0.60 ,-1.8%,$553 ,$0.60 ,-1.8%,0.6% ,129 ,4.8% ,0.4% ,"2,553.0 ",95.2% ,-0.4%,(3),-0.1%,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2002 Q4,70 ,"2,682 ",888 ,$559 ,$0.60 ,-1.3%,$556 ,$0.60 ,-1.4%,0.6% ,126 ,4.7% ,0.3% ,"2,556.0 ",95.3% ,-0.3%,(3),-0.1%,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2002 Q3,70 ,"2,682 ",888 ,$563 ,$0.61 ,-0.6%,$560 ,$0.60 ,-0.6%,0.6% ,123 ,4.6% ,0.3% ,"2,559.0 ",95.4% ,-0.3%,(3),-0.1%,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2002 Q2,70 ,"2,682 ",888 ,$565 ,$0.61 ,0.4% ,$562 ,$0.61 ,0.4% ,0.6% ,121 ,4.5% ,0.2% ,"2,561.0 ",95.5% ,-0.2%,44 ,1.6% ,0 ,0 ,0.0% ,1 ,48 ,1.8% 
All,2002 Q1,69 ,"2,634 ",889 ,$566 ,$0.61 ,1.4% ,$563 ,$0.61 ,1.5% ,0.5% ,117 ,4.4% ,0.1% ,"2,517.0 ",95.6% ,-0.1%,(1),0.0% ,1 ,48 ,1.8% ,0 ,0 ,0.0% 
All,2001 Q4,69 ,"2,634 ",889 ,$567 ,$0.61 ,2.3% ,$564 ,$0.61 ,2.3% ,0.5% ,115 ,4.4% ,0.0% ,"2,519.0 ",95.6% ,0.0% ,(1),0.0% ,1 ,48 ,1.8% ,0 ,0 ,0.0% 
All,2001 Q3,69 ,"2,634 ",889 ,$566 ,$0.61 ,2.9% ,$563 ,$0.61 ,3.0% ,0.5% ,114 ,4.3% ,0.0% ,"2,520.0 ",95.7% ,0.0% ,0 ,0.0% ,1 ,48 ,1.8% ,0 ,0 ,0.0% 
All,2001 Q2,69 ,"2,634 ",889 ,$563 ,$0.61 ,3.3% ,$560 ,$0.60 ,3.3% ,0.5% ,114 ,4.3% ,0.0% ,"2,520.0 ",95.7% ,0.0% ,0 ,0.0% ,1 ,48 ,1.8% ,0 ,0 ,0.0% 
All,2001 Q1,69 ,"2,634 ",889 ,$558 ,$0.60 ,3.4% ,$555 ,$0.60 ,3.4% ,0.5% ,114 ,4.3% ,0.0% ,"2,520.0 ",95.7% ,0.0% ,0 ,0.0% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2000 Q4,69 ,"2,634 ",889 ,$554 ,$0.60 ,-,$551 ,$0.59 ,-,0.5% ,115 ,4.4% ,-,"2,519.0 ",95.6% ,-,0 ,0.0% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2000 Q3,69 ,"2,634 ",889 ,$550 ,$0.59 ,-,$547 ,$0.59 ,-,0.6% ,115 ,4.4% ,-,"2,519.0 ",95.6% ,-,0 ,0.0% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2000 Q2,69 ,"2,634 ",889 ,$545 ,$0.59 ,-,$542 ,$0.58 ,-,0.5% ,115 ,4.4% ,-,"2,519.0 ",95.6% ,-,0 ,0.0% ,0 ,0 ,0.0% ,0 ,0 ,0.0% 
All,2000 Q1,69 ,"2,634 ",889 ,$540 ,$0.58 ,-,$537 ,$0.58 ,-,0.5% ,115 ,4.4% ,-,"2,519.0 ",95.6% ,-,-,-,0 ,0 ,0.0% ,1 ,2 ,0.1% 
